"LevelId 
IntegerValue","Element 
Type"
,_IBC-Pipe-Plate Stringer (Extension None)
,_IBC-Pipe-Plate Stringer (Extension None)
,_IBC-Pipe-Plate Stringer (Extension None)
,_IBC-Pipe-Plate Stringer (Extension None)
613075,_IBC-Pipe-Plate Stringer (Extension Top)
,_IBC-Pipe-Plate Stringer (Extension Top)
612792,_IBC-Pipe-Plate Stringer (Extension Top)
,Handrail - Pipe
,Handrail - Pipe
,Handrail - Pipe
,Handrail - Pipe
,Glass Panel - Bottom Fill (Extension Bottom)
,Glass Panel - Bottom Fill (Extension Bottom)
,Glass Panel - Bottom Fill (Extension Bottom)
,Glass Panel - Bottom Fill (Extension Top and Bottom)
,Glass Panel - Bottom Fill (Extension Top and Bottom)
,Glass Panel - Bottom Fill (Extension Top and Bottom)
,Glass Panel - Bottom Fill (Extension Top and Bottom)
,Glass Panel - Bottom Fill
,Glass Panel - Bottom Fill (Extension Top)
,_IBC-Pipe-Plate Stringer (Guardrail)
,_IBC-Pipe-Plate Stringer (Guardrail)
,_IBC-Pipe-Plate Stringer (Guardrail)
,_IBC-Pipe-Plate Stringer (Guardrail)
,_IBC-Pipe-Plate Stringer (Guardrail)
,_IBC-Pipe-Plate Stringer (Guardrail)
,_IBC-Pipe-Plate Stringer (Guardrail)
,_IBC-Pipe-Plate Stringer (Guardrail)
593179,Handrail - Balcony
593177,Handrail - Balcony
593178,Handrail - Balcony
593178,Handrail - Balcony
593147,Handrail - Balcony
593147,Handrail - Balcony
593178,Handrail - Balcony
593179,Handrail - Balcony
593179,Tree Guard
593142,Gate
593176,Gate
,Handrail - Simple
593205,Balustrade_23 w Piers w End Post
593205,Balustrade_23 w Piers
593205,Balustrade_23 w Piers
593205,Balustrade_23 w Piers
593205,Balustrade_23 w Piers
,_IBC-Pipe-Plate Stringer (Extension Top and Bottom)
,_IBC-Pipe-Plate Stringer (Extension Bottom)
,Handrail - Glass Panel w Brackets
,Handrail - Glass Panel w Brackets
,Ramp 1
,Ramp (Wood)
613075,"Concrete - 6"""
593179,"Concrete - 6"""
593179,"Concrete - 6"""
613075,"Concrete - 6"""
696520,Insulation on Metal Deck - EPDM
696520,Insulation on Metal Deck - EPDM
696520,Insulation on Metal Deck - EPDM
696520,Insulation on Metal Deck - EPDM
696520,Insulation on Metal Deck - EPDM
696520,Insulation on Metal Deck - EPDM
696520,Insulation on Metal Deck - EPDM
696520,Insulation on Metal Deck - EPDM
964417,"TPO Roof, 5"" Min. Rigid Insulation w 5/8"" Protection Board"
613075,"TPO Roof, 5"" Min. Rigid Insulation w 5/8"" Protection Board"
613075,"TPO Roof, 5"" Min. Rigid Insulation w 5/8"" Protection Board"
613075,"TPO Roof, 5"" Min. Rigid Insulation w 5/8"" Protection Board"
613075,"TPO Roof, 5"" Min. Rigid Insulation w 5/8"" Protection Board"
613075,"TPO Roof, 5"" Min. Rigid Insulation w 5/8"" Protection Board"
593179,"TPO Roof, 5"" Min. Rigid Insulation w 5/8"" Protection Board"
593179,"TPO Roof, 5"" Min. Rigid Insulation w 5/8"" Protection Board"
612792,Parking Symbol - ADA
612792,Parking Symbol - ADA
612792,Direction Arrow - Straight
612792,Direction Arrow - Straight
593176,Tree Grate
593176,Tree Grate
593176,Tree Grate
593176,Tree Grate
593176,Tree Grate
593176,Tree Grate
593176,Tree Grate
593176,Tree Grate
593176,Tree Grate
593176,Tree Grate
613075,Potted Tree
613075,Potted Tree
593179,Potted Tree
593179,Potted Tree
613075,Potted Tree
613075,Potted Tree
613075,Potted Tree
613075,12 D x 10 H
613075,12 D x 10 H
593179,12 D x 10 H
593179,12 D x 10 H
593179,12 D x 10 H
593179,12 D x 10 H
593179,12 D x 10 H
593179,12 D x 10 H
593179,12 D x 10 H
1925045,12 D x 10 H
1925045,12 D x 10 H
1925045,12 D x 10 H
1925045,12 D x 10 H
613075,20 D x 22 H
613075,20 D x 22 H
593179,20 D x 22 H
593179,20 D x 22 H
593179,20 D x 22 H
593179,20 D x 22 H
593179,20 D x 22 H
593179,20 D x 22 H
593179,20 D x 22 H
593179,20 D x 22 H
593179,20 D x 22 H
593179,20 D x 22 H
593179,20 D x 22 H
1925045,20 D x 22 H
1925045,20 D x 22 H
613075,16 D x 16 H
613075,16 D x 16 H
613075,16 D x 16 H
613075,16 D x 16 H
613075,16 D x 16 H
593179,16 D x 16 H
593179,16 D x 16 H
593179,16 D x 16 H
593179,16 D x 16 H
593179,16 D x 16 H
1925045,16 D x 16 H
1925045,16 D x 16 H
1925045,16 D x 16 H
1925045,16 D x 16 H
613075,18 D x 16 H
593179,18 D x 16 H
593179,18 D x 16 H
593179,18 D x 16 H
593179,18 D x 16 H
593179,18 D x 16 H
1925045,18 D x 16 H
593176,"72"""
593176,"72"""
593176,"72"""
593176,"72"""
593176,"72"""
,_Stair Landing Plate Stringer
,_Stair Landing Plate Stringer
,_Stair Landing Plate Stringer
,_Stair Landing Plate Stringer
,_Stair Landing Plate Stringer
,_Stair Landing Plate Stringer
,_Stair Landing Plate Stringer
,_Stair Landing Plate Stringer
,_Stair Landing Plate Stringer
,_Stair Landing Plate Stringer
,_Stair Landing Plate Stringer
,_Stair Landing Plate Stringer
,_Stair Landing Plate Stringer
,_Stair Landing Plate Stringer
,_Stair Landing Plate Stringer
,_Stair Landing Plate Stringer
,_Stair Landing Plate Stringer
,_Stair Landing Plate Stringer
,_Stair Landing Plate Stringer
,Lobby Stair Nosing
,Lobby Stair Nosing
,_Balcony C Channel
,_Balcony C Channel
,_Balcony C Channel
,_Balcony C Channel
,_Balcony C Channel
,_Balcony C Channel
,_Balcony C Channel
,_Balcony C Channel
,Bleacher Seating
,Bleacher Seating
,Bleacher Seating
,Bleacher Seating
,Bleacher Seating
,Bleacher Seating
,Bleacher Seating
,Bleacher Seating
,Bleacher Seating
,Crown Molding - Cabinets
,Crown Molding - Cabinets
,Crown Molding - Cabinets
,Crown Molding - Cabinets
,Crown Molding - Cabinets
,Crown Molding - Cabinets
,Crown Molding - Cabinets
,Crown Molding - Cabinets
,Crown Molding - Cabinets
,Crown Molding - Cabinets
,Crown Molding - Cabinets
,Crown Molding - Cabinets
,Crown Molding - Cabinets
,Crown Molding - Cabinets
,Crown Molding - Cabinets
,Crown Molding - Cabinets
,Crown Molding - Cabinets
,Crown Molding - Cabinets
,Crown Molding - Cabinets
,Crown Molding - Cabinets
,Crown Molding - Cabinets
612792,"48"" x 84"""
593147,"48"" x 84"""
593178,"48"" x 84"""
593179,"48"" x 84"""
593176,"48"" x 84"""
613075,"48"" x 84"""
612792,"48"" x 84"""
593147,"48"" x 84"""
593178,"48"" x 84"""
593179,"48"" x 84"""
593177,"48"" x 84"""
613075,"48"" x 84"""
633454,"48"" x 84"""
828874,"48"" x 84"""
593147,"24"""
593177,"24"""
593178,"24"""
593177,"24"""
593147,"24"""
593178,"24"""
593147,"24"""
593178,"24"""
593179,"24"""
593177,"24"""
593177,"24"""
593178,"24"""
593178,"24"""
593178,"24"""
593147,"24"""
593147,"24"""
593179,"24"""
593147,"24"""
593178,"24"""
593179,"24"""
593178,"24"""
593147,"54"" x 48"""
593177,"54"" x 48"""
593178,"54"" x 48"""
593177,"54"" x 48"""
593147,"54"" x 48"""
593178,"54"" x 48"""
593147,"54"" x 48"""
593178,"54"" x 48"""
593179,"54"" x 48"""
593178,"54"" x 48"""
593177,"36"" x 48"""
593177,"36"" x 48"""
593178,"36"" x 48"""
593178,"36"" x 48"""
593147,"36"" x 48"""
593147,"36"" x 48"""
593179,"36"" x 48"""
593147,"36"" x 48"""
593178,"36"" x 48"""
593179,"36"" x 48"""
593178,"36"" x 48"""
633454,"28"" x 48"""
593176,"28"" x 48"""
593176,"28"" x 48"""
593179,"28"" x 48"""
593147,"28"" x 48"""
593178,"28"" x 48"""
633454,"28"" x 48"""
633454,"28"" x 48"""
633454,"28"" x 48"""
593142,"28"" x 48"""
593142,"28"" x 48"""
633454,"28"" x 48"""
633454,"28"" x 48"""
1925045,"28"" x 48"""
1925045,"28"" x 48"""
593147,Kitchenette - Medium
593147,"24"" Depth"
593177,"24"" Depth"
593178,"24"" Depth"
593177,"24"" Depth"
593147,"24"" Depth"
593178,"24"" Depth"
593147,"24"" Depth"
593178,"24"" Depth"
593179,"24"" Depth"
593177,"24"" Depth"
593177,"24"" Depth"
593178,"24"" Depth"
593178,"24"" Depth"
593178,"24"" Depth"
593147,"24"" Depth"
593147,"24"" Depth"
593179,"24"" Depth"
593147,"24"" Depth"
593178,"24"" Depth"
593179,"24"" Depth"
593178,"24"" Depth"
593147,"24"" x 25"" LH"
593177,"24"" x 25"" LH"
593178,"24"" x 25"" LH"
593177,"24"" x 25"" LH"
593147,"24"" x 25"" LH"
593178,"24"" x 25"" LH"
593147,"24"" x 25"" LH"
593178,"24"" x 25"" LH"
593179,"24"" x 25"" LH"
593177,"24"" x 25"" LH"
593177,"24"" x 25"" LH"
593178,"24"" x 25"" LH"
593178,"24"" x 25"" LH"
593178,"24"" x 25"" LH"
593147,"24"" x 25"" LH"
593147,"24"" x 25"" LH"
593179,"24"" x 25"" LH"
593147,"24"" x 25"" LH"
593178,"24"" x 25"" LH"
593179,"24"" x 25"" LH"
593178,"24"" x 25"" LH"
593147,"24"" x 24"" x 34"""
593177,"24"" x 24"" x 34"""
593178,"24"" x 24"" x 34"""
593177,"24"" x 24"" x 34"""
593147,"24"" x 24"" x 34"""
593178,"24"" x 24"" x 34"""
593147,"24"" x 24"" x 34"""
593178,"24"" x 24"" x 34"""
593179,"24"" x 24"" x 34"""
593177,"24"" x 24"" x 34"""
593177,"24"" x 24"" x 34"""
593178,"24"" x 24"" x 34"""
593178,"24"" x 24"" x 34"""
593178,"24"" x 24"" x 34"""
593147,"24"" x 24"" x 34"""
593147,"24"" x 24"" x 34"""
593179,"24"" x 24"" x 34"""
593147,"24"" x 24"" x 34"""
593178,"24"" x 24"" x 34"""
593179,"24"" x 24"" x 34"""
593178,"24"" x 24"" x 34"""
593147,"18"" x 18"""
593177,"18"" x 18"""
593178,"18"" x 18"""
593177,"18"" x 18"""
593147,"18"" x 18"""
593178,"18"" x 18"""
593147,"18"" x 18"""
593178,"18"" x 18"""
593179,"18"" x 18"""
593177,"18"" x 18"""
593177,"18"" x 18"""
593178,"18"" x 18"""
593178,"18"" x 18"""
593178,"18"" x 18"""
593147,"18"" x 18"""
593147,"18"" x 18"""
593179,"18"" x 18"""
593147,"18"" x 18"""
593178,"18"" x 18"""
593179,"18"" x 18"""
593178,"18"" x 18"""
593147,"22"" x 20"""
593177,"22"" x 20"""
593178,"22"" x 20"""
593177,"22"" x 20"""
593147,"22"" x 20"""
593178,"22"" x 20"""
593147,"22"" x 20"""
593178,"22"" x 20"""
593179,"22"" x 20"""
593177,"22"" x 20"""
593177,"22"" x 20"""
593178,"22"" x 20"""
593178,"22"" x 20"""
593178,"22"" x 20"""
593147,"22"" x 20"""
593147,"22"" x 20"""
593179,"22"" x 20"""
593147,"22"" x 20"""
593178,"22"" x 20"""
593179,"22"" x 20"""
593178,"22"" x 20"""
593177,Kitchenette - Medium
593178,Kitchenette - Medium
593177,Kitchenette - Medium
593147,Kitchenette - Medium
593178,Kitchenette - Medium
593147,Kitchenette - Medium
593178,Kitchenette - Medium
593179,Kitchenette - Medium
593177,Kitchenette - Medium
593177,Kitchenette - Medium
593178,Kitchenette - Medium
593178,Kitchenette - Medium
593178,Kitchenette - Medium
593147,Kitchenette - Medium
593147,Kitchenette - Medium
593179,Kitchenette - Medium
593147,Kitchenette - Medium
593178,Kitchenette - Medium
593179,Kitchenette - Medium
593178,Kitchenette - Medium
593147,"18"" x 48"""
593177,"18"" x 48"""
593178,"18"" x 48"""
593177,"18"" x 48"""
593147,"18"" x 48"""
593178,"18"" x 48"""
593147,"18"" x 48"""
593178,"18"" x 48"""
593179,"18"" x 48"""
593178,"18"" x 48"""
593177,"18"" x 72"""
593179,"18"" x 72"""
593147,"18"" x 72"""
593178,"18"" x 72"""
593179,"18"" x 72"""
593178,"18"" x 72"""
633454,Grab Bar
593176,Grab Bar
593176,Grab Bar
593179,Grab Bar
593147,Grab Bar
593178,Grab Bar
633454,Grab Bar
633454,Grab Bar
633454,Grab Bar
593142,Grab Bar
593142,Grab Bar
633454,Grab Bar
633454,Grab Bar
1925045,Grab Bar
1925045,Grab Bar
593177,Trash Chute
593147,Trash Chute
593178,Trash Chute
593179,Trash Chute
613075,Trash Chute
593176,TrashContainer
593176,TrashContainer
828874,TrashContainer
828874,TrashContainer
593176,Trash Can
593176,Trash Can
593176,Trash Can
593176,Trash Can
593176,Soap Dispenser
633454,Soap Dispenser
593176,Motion_Towel_Dispenser
593176,"16"" x 18"" x 19"" - Cash Drawer"
613075,Standard
613075,Standard
613075,Standard
613075,Standard
613075,Downspout
613075,Downspout
613075,Downspout
613075,Downspout
613075,Downspout
613075,Downspout
613075,Downspout
613075,Downspout
613075,"12""W x 9""H"
613075,"12""W x 9""H"
613075,"12""W x 9""H"
613075,"12""W x 9""H"
613075,"12""W x 9""H"
613075,"12""W x 9""H"
613075,"12""W x 9""H"
613075,"12""W x 9""H"
593178,Balcony Wall Brace
593178,Balcony Wall Brace
828874,Balcony Wall Brace
828874,Balcony Wall Brace
593147,Balcony Wall Brace
593147,Balcony Wall Brace
593147,Balcony Wall Brace
593147,Balcony Wall Brace
593177,Balcony Wall Brace
593177,Balcony Wall Brace
593177,Balcony Wall Brace
593177,Balcony Wall Brace
593147,Balcony Wall Brace
593147,Balcony Wall Brace
593179,Balcony Wall Brace
593179,Balcony Wall Brace
696521,Trash Chute Roof Cap
633454,Dispenser-Towel-Tall
633454,Dispenser-Sanitary Napkin
633454,"35"" x 20"""
,_Stair-Metal-Plate Stringer
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,Non-Monolithic Landing
,"1/4"" Tread 1"" Nosing 1/4"" Riser"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"1/4"" Tread 1"" Nosing 1/4"" Riser"
,_Stair-Metal-Plate Stringer
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,Non-Monolithic Landing
,"1/4"" Tread 1"" Nosing 1/4"" Riser"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"1/4"" Tread 1"" Nosing 1/4"" Riser"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,Non-Monolithic Landing
,"1/4"" Tread 1"" Nosing 1/4"" Riser"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"1/4"" Tread 1"" Nosing 1/4"" Riser"
,_Stair-Metal-Plate Stringer
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,Non-Monolithic Landing
,"1/4"" Tread 1"" Nosing 1/4"" Riser"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"1/4"" Tread 1"" Nosing 1/4"" Riser"
,_Stair-Metal-Plate Stringer
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,Non-Monolithic Landing
,"1/4"" Tread 1"" Nosing 1/4"" Riser"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"1/4"" Tread 1"" Nosing 1/4"" Riser"
,_Stair-Metal-Plate Stringer
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,Non-Monolithic Landing
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,Non-Monolithic Landing
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"1/4"" Tread 1"" Nosing 1/4"" Riser"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"1/4"" Tread 1"" Nosing 1/4"" Riser"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"1/4"" Tread 1"" Nosing 1/4"" Riser"
,_Stair-Metal-Plate Stringer
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"1/4"" Tread 1"" Nosing 1/4"" Riser"
,_Stair-Metal-Plate Stringer
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,Non-Monolithic Landing
,"1/4"" Tread 1"" Nosing 1/4"" Riser"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"1/4"" Tread 1"" Nosing 1/4"" Riser"
,_Stair-Metal-Plate Stringer
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,Non-Monolithic Landing
,"1/4"" Tread 1"" Nosing 1/4"" Riser"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"1/4"" Tread 1"" Nosing 1/4"" Riser"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,Non-Monolithic Landing
,"1/4"" Tread 1"" Nosing 1/4"" Riser"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"1/4"" Tread 1"" Nosing 1/4"" Riser"
,_Stair-Metal-Plate Stringer
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,Non-Monolithic Landing
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"1/4"" Tread 1"" Nosing 1/4"" Riser"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"1/4"" Tread 1"" Nosing 1/4"" Riser"
,_Stair-Metal-Plate Stringer
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,Non-Monolithic Landing
,"1/4"" Tread 1"" Nosing 1/4"" Riser"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"1/4"" Tread 1"" Nosing 1/4"" Riser"
,_Stair-Metal-Plate Stringer
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,Non-Monolithic Landing
,"1/4"" Tread 1"" Nosing 1/4"" Riser"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"1/4"" Tread 1"" Nosing 1/4"" Riser"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,Non-Monolithic Landing
,"1/4"" Tread 1"" Nosing 1/4"" Riser"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"1/4"" Tread 1"" Nosing 1/4"" Riser"
,_Stair-Metal-Plate Stringer
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,Non-Monolithic Landing
,"1/4"" Tread 1"" Nosing 1/4"" Riser"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"1/4"" Tread 1"" Nosing 1/4"" Riser"
,_Stair-Metal-Plate Stringer
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,Non-Monolithic Landing
,"1/4"" Tread 1"" Nosing 1/4"" Riser"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"1/4"" Tread 1"" Nosing 1/4"" Riser"
,_Stair-Metal-Plate Stringer
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,Non-Monolithic Landing
,"1/4"" Tread 1"" Nosing 1/4"" Riser"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"1/4"" Tread 1"" Nosing 1/4"" Riser"
,_Stair-Metal-Plate Stringer
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,Non-Monolithic Landing
,"1/4"" Tread 1"" Nosing 1/4"" Riser"
,"_Stringer - 1/4"" Plate"
,"_Stringer - 1/4"" Plate"
,"1/4"" Tread 1"" Nosing 1/4"" Riser"
,Lobby Stair
,"Carriage - 24"" Width"
,"Carriage - 24"" Width"
,Non-Monolithic Landing
,"2 1/2"" Tread Square Nosing No Riser"
,"2 1/2"" Tread Square Nosing No Riser"
,Lobby Stair
,"Carriage - 24"" Width"
,"2 1/2"" Tread Square Nosing No Riser"
,"7"" max riser 11"" tread"
,"Stringer - 2"" Width"
,"Stringer - 2"" Width"
,"2"" Tread 1"" Nosing 1/4"" Riser"
,"7"" max riser 11"" tread"
,"Stringer - 2"" Width"
,"Stringer - 2"" Width"
,"Stringer - 2"" Width"
,"Stringer - 2"" Width"
,"Stringer - 2"" Width"
,Non-Monolithic Landing
,"2"" Tread 1"" Nosing 1/4"" Riser"
,"Stringer - 2"" Width"
,"Stringer - 2"" Width"
,"2"" Tread 1"" Nosing 1/4"" Riser"
,"7"" max riser 11"" tread"
,"Stringer - 2"" Width"
,"Stringer - 2"" Width"
,"2"" Tread 1"" Nosing 1/4"" Riser"
,Spiral
,Spiral
,Spiral
,Spiral
,Raised Floor Steps
,"Carriage - 2"" Width"
,"Carriage - 2"" Width"
,"Carriage - 2"" Width"
,"2"" Tread 1"" Nosing 1/4"" Riser (Wood)"
,Residential Lobby Stair Landing Support
,Monolithic Stair (Solid Base)
,"3/4"" Nosing (Solid Base)"
,Bleachers Aisle
,"3/4"" Nosing"
,Monolithic Stair
,"3/4"" Nosing"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
,"2'-8"" Picket"
